Experiment,Workload,Status,Run,Devices,Collocation,File,Listeners,Params
36,5,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,5,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,6,,,2,3g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,6,,,2,3g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,7,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,7,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,8,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,8,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,8,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,9,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,9,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,9,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,10,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,10,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,10,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,11,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,11,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,11,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,11,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,11,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,11,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,11,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,12,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,12,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,12,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,12,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,12,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,12,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,12,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,13,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,13,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,13,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,13,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,13,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,13,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,13,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
36,14,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,15,,,2,7g.40gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,16,,,2,4g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,17,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,18,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,18,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,19,,,2,3g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,19,,,2,3g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,20,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,20,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,21,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,21,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,21,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,22,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,22,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,22,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,23,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,23,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,23,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,24,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,24,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,24,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,24,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,24,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,24,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,24,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,25,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,25,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,25,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,25,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,25,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,25,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,25,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,26,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,26,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,26,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,26,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,26,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,26,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,26,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
36,27,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,28,,,2,7g.40gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,29,,,2,4g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,30,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,31,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,31,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,32,,,2,3g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,32,,,2,3g.20gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,33,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,33,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,34,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,34,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,34,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,35,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,35,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,35,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,36,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,36,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,36,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,37,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,37,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,37,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,37,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,37,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,37,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,37,,,0,-,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,38,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,38,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,38,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,38,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,38,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,38,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,38,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,39,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,39,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,39,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,39,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,39,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,39,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
36,39,,,0,MPS,timm/train.py,smi+top+dcgmi,--model efficientnetv2_s --data-dir /raid/datasets/imagenet/ --warmup-epochs 0 --batch-size 128
37,110,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,110,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,111,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,111,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,112,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,112,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,120,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,120,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,120,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,121,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,121,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,121,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,122,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,122,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,122,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,130,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,130,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,130,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,131,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,131,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,131,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,132,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,132,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,132,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,140,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,140,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,140,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,140,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,141,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,141,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,141,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,141,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,142,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,142,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,142,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,142,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,150,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,150,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,150,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,150,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,151,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,151,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,151,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,151,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,152,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,152,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,152,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,152,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,160,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,160,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,160,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,160,,,0,-,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,161,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,161,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,161,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,161,,,0,MPS,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
37,162,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,162,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,162,,,2,2g.10gb,timm/train.py,smi+top+dcgmi,--model resnet50 --data-dir /raid/datasets/imagenet64_images/ --warmup-epochs 0 --batch-size 128
37,162,,,2,1g.5gb,timm/train.py,smi+top+dcgmi,--model resnet26 --data-dir /raid/datasets/cifar10/ --warmup-epochs 0 --batch-size 128
